"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"RS_MN006","2564","20141210","4.9","9","1"
"RS_MN006","2564","20141211","22.2","9","1"
"RS_MN006","2564","20141212","13.6","9","1"
"RS_MN006","2564","20141213","0.3","9","1"
"RS_MN006","2564","20141214","1.3","9","1"
"RS_MN006","2564","20141215","5.9","9","1"
"RS_MN006","2564","20141216","3.8","9","1"
"RS_MN006","2564","20141217","1.4","9","1"
"RS_MN006","2564","20141218","19.2","9","1"
"RS_MN006","2564","20141219","7.2","9","1"
"RS_MN006","2564","20141220","7.5","9","1"
"RS_MN006","2564","20141221","18.1","9","1"
"RS_MN006","2564","20141222","22.4","9","1"
"RS_MN006","2564","20141223","19.9","9","1"
"RS_MN006","2564","20141224","13.1","9","1"
"RS_MN006","2564","20141225","5.3","9","1"
"RS_MN006","2564","20141226","0.5","9","1"
"RS_MN006","2564","20141227","0","9","1"
"RS_MN006","2564","20141228","0.7","9","1"
"RS_MN006","2564","20141229","2.5","9","1"
"RS_MN006","2564","20141230","0","9","1"
"RS_MN006","2564","20141231","0.1","9","1"
"RS_MN006","2564","20150101","8","9","1"
"RS_MN006","2564","20150102","2.2","9","1"
"RS_MN006","2564","20150103","4.2","9","1"
"RS_MN006","2564","20150104","0","9","1"
"RS_MN006","2564","20150105","0.2","9","1"
"RS_MN006","2564","20150106","0.2","9","1"
"RS_MN006","2564","20150107","1.3","9","1"
"RS_MN006","2564","20150108","7.5","9","1"
"RS_MN006","2564","20150109","12.6","9","1"
"RS_MN006","2564","20150110","6","9","1"
"RS_MN006","2564","20150111","4","9","1"
"RS_MN006","2564","20150112","13.8","9","1"
"RS_MN006","2564","20150113","12","9","1"
"RS_MN006","2564","20150114","6.2","9","1"
"RS_MN006","2564","20150115","13.6","9","1"
"RS_MN006","2564","20150116","0","9","1"
"RS_MN006","2564","20150117","0","9","1"
"RS_MN006","2564","20150118","4.1","9","1"
"RS_MN006","2564","20150119","1.3","9","1"
"RS_MN006","2564","20150120","1.3","9","1"
"RS_MN006","2564","20150121","0","9","1"
"RS_MN006","2564","20150122","0","9","1"
"RS_MN006","2564","20150123","0","9","1"
"RS_MN006","2564","20150124","1.9","9","1"
"RS_MN006","2564","20150125","0","9","1"
"RS_MN006","2564","20150126","6.4","9","1"
"RS_MN006","2564","20150127","0","9","1"
"RS_MN006","2564","20150128","16.6","9","1"
"RS_MN006","2564","20150129","8.1","9","1"
"RS_MN006","2564","20150130","0","9","1"
"RS_MN006","2564","20150131","0","9","1"
"RS_MN006","2564","20150201","4.5","9","1"
"RS_MN006","2564","20150202","0.2","9","1"
